Sentence,Aspect,Polarity
"Kısaca, müşteriye yeterince önem verilmeden geçiştirilmektedir.",müşteri,0
"Ferah bir bahçe, yaz aylarında çok yoğun oluyor.",bahçe,0
Fakat yemeğin lezzetsiz olduğunu şefe söylediğimde hiç dikkate almadı.,şefe,0
Görünüşe göre firma içinde bir yavaşlama yaşanıyor.,firma içinde,1
Restoranda tadı en iyi olan yemek kesinlikle mantı.,mantı,2
Lavaşın tadı gerçekten muhteşem.,lavaş,2
Lavaşın servisi gerçekten çok kötüydü.,servisi,0
Dönerin lezzeti hiç beklediğim gibi değildi.,Dönerin,0
Restoranın en güzel tarafı olan atmosferi harika ama yemekler ortalama.,atmosferi,2
Ana yemeğin tadı mükemmeldi ama içecekler pek iyi değildi.,içecekler,0
"Yemek öncesindeki atıştırmalıklar, garsonların ilgisi ve servis hızı mükemmeldi.",atıştırmalıklar,2
"Yemeklerin lezzeti, garsonların ilgisi ve ortamın rahatlığı mükemmeldi.",garsonların ilgisi,2
"Yemek öncesinde ikram edilen aperatifler, garsonların ilgisi ve hizmet süresi gerçekten mükemmeldi.",hizmet süresi,2
Ancak burgeri beklediğim kadar doyurucu çıkmadı.,burgeri,0
"Manzarası muhteşem, fakat hizmet kalitesi yetersiz.",Manzarası,2
Çeşitli lezzetlerin hiçbiri etkileyici değil.,lezzetlerin,1
Bu restoranın sunduğu yemeklerin maliyeti gerçekten fazlasıyla abartılı.,maliyet,0
"Manzara bedeli, yemeklerin maliyetine dahil edilmiş.",Manzara bedeli,0
Restoranın atmosferi mükemmel fakat yemeklerin hazırlanışı pek hoş değil.,hazırlanış,0
"Tünel'de geleneksel tatları deneyimlemek harika bir fırsat ama ortamın rahatlığı pek yeterli değil, çünkü oturacak alan çok az ve masanı başkalarıyla paylaşmak zorunda kalabilirsin.",geleneksel tatlar,1
"Zeytinyağlı yemekler her zaman taze ve lezzetli, ailemizin favorisi.",Zeytinyağlı yemekler,2
Zeytinyağlı yemekler gerçekten harika ve her zaman bulabileceğiniz standart alternatifler yerine farklı lezzetler sağlıyor.,lezzetler,2
Menüdeki fiyatlar gerçekten uygun ve özellikle başlangıçlar için 12-14 TL arasında bir ödeme yapıyorsunuz.,12-14 TL,2
"Akşam yemeklerinde genellikle kalabalık olan bir restorana gidiyorum, fakat bazen uzun süre beklemek zorunda kalabiliyorum ama yemeklerin lezzeti buna değer.",Akşam yemeklerinde,2
"Yaz mevsiminde açık havada yemek yemek her daim hoş, ama masa bulmak çoğu zaman zorlayıcı olabiliyor.",masa bulmak,0
Manzarası mükemmel bir şekilde tasarlanmış.,Manzarası,2
"Muhteşem bir konuma sahip, kesinlikle öneririm.",konuma,2
Sunumları gerçekten etkileyici buldum.,Sunumları,2
Bu restoranın köfteleri muhteşem bir lezzete sahip.,Köfteleri,2
"Şehrin karmaşasından uzak, sakin bir köşede bulunan bu harika park, gerçekten muhteşem bir görünüm sergiliyor.",park,2
"Bu mekan harika bir atmosfer sunuyor, oldukça huzurlu ve çekici.",mekan,2
Tek kötü tarafı oturma alanı dar.,oturma alanı,0
"Taze meyve suyu ve narenciye çok lezzetliydi, bu yüzden ikisini de çok sevdik.",Taze meyve suyu,2
"Yeni sıkılmış limonata ve vişne suyu denedik, her ikisi de mükemmeldi.",vişne suyu,2
"Tasarımı mükemmel, konumu ise oldukça avantajlı.",Tasarımı,2
Bahçesi huzur verici ve güzel bir yer.,Bahçesi,2
"İç mekanın düzeni hoşuma gitmedi, karmaşık buldum.",İç mekan,0
Kendin yap yöntemi gerçekten çok zorlayıcı.,Kendin yap,0
Garsonlar gerçekten çok nazik ama siparişleri geç getiriyorlar.,garsonlar,1
Bahçede oturup keyif alabileceğiniz mükemmel bir yer var.,yer,2
"Mekan oldukça kalabalık olduğu için konuşmak güç, fakat atmosfer gerçekten muhteşem, iç kısım çok güzel bir aromaya sahip.",atmosfer,2
"Mekanın kalabalık olması nedeniyle konuşmakta güçlük çekiyoruz, fakat atmosfer gerçekten güzel ve iç mekan harika bir aromaya sahip.",aromaya sahip,2
Eskiden çok sevdiğim ama son zamanlarda kalitesi düşen bir mekan.,mekan,0
İlk kez deneyecekler için mükemmel ama açıldığında lezzeti kayboluyor.,lezzeti,0
Muhteşem bir konuma sahip olan bu tesis gerçekten harika!,konuma,2
"- Kadıköy'deki Barış Manço Kültür Merkezi, her yaştan insana hitap eden bir mekan.",mekan,1
Çeşitli etkinliklerin yapılabildiği bu alanda ücretler gayet uygun.,ücret,2
Kafeteryada self servis olması hoş değil ama Boğaz manzarasında çay içmek harika!,self servis,0
Yemekler çok lezzetli ama tatlılar gerçekten kötüydü.,tatlılar,0
Yemekler mükemmel fakat içecekler biraz soğuk kalmış.,yemekler,2
"Restoranın kalabalık olması nedeniyle servis oldukça yavaş ilerliyor, garsonlar da bitkin duruyor.",servis,0
İnsanları bir araya toplayan ve sonrasında ağızda harika bir lezzet bırakan yerler kesinlikle mevcuttur!,yerler,2
İnsanları keyifli sohbetlerle bir araya toplayan ve ardından damağınızda bıraktığı lezzet ile bağımlılık yaratan yerler bulunmaktadır!,Lezzet,2
Cumartesi sabahları yapılan kahvaltılar benim için büyük bir mutluluk kaynağıdır.,Cumartesi sabahları yapılan kahvaltılar,2
Gittiğim restoranlar arasında en çok beklentimi karşılamadı ama ortam oldukça güzeldi.,ortam,2
"Aynı şekilde, önceden belirtilmeden eklenen ücretler yüzünden müşteri memnuniyetsizliği artıyor.",eklenen ücretler,0
Ayrıca ilginç bir şekilde masada oturan garsonun daha sonra bahşiş talep etmesi de farklı bir mesele.,garsonun,0
"Bu restoranda tattığım yemekler pek iyi değil ama, önceki siparişim gerçekten çok lezzetliydi, ayrıca hizmet de oldukça yetersizdi.",yemekler,0
"Bu restoranda geçirdiğim zaman pek hoş değildi, yemekler tatsızdı ve personel de son derece ilgisizdi.",personel,0
Yemeklerin lezzeti maalesef çok vasattı.,Yemeklerin,0
"Kalitesiz ürünleriyle müşterileri hayal kırıklığına uğratan, vasat bir restoran.",restoran yemekleriyle,0
"Vasat yemekler hazırlayan, kötü hizmetle konukları hayal kırıklığına uğratan bir restoran.",konuk,0
"Vasat yemekler servis eden, yetersiz hizmetle müşteri memnuniyetini önemsemeyen tanıdık lokantalardan biri.",lokantalardan,0
"Hisarüstü'nde muhteşem bir kafe var, dekorasyonu gerçekten göz alıcı ama yaz aylarında aşırı yoğunlaşıyor.",dekorasyonu,1
"Hisarüstü bölgesindeki bu mekan gerçekten güzel, dekorasyonu etkileyici fakat kış aylarında fazla soğuk oluyor.",kış aylarında,0
Yılbaşı partisi için 200 liraya sınırsız şampanya ikram edilmesi gerçekten mükemmel.,şampanya,2
Hamburgerin sunumu harikaydı fakat lezzeti hiç tatmin edici değildi.,Hamburger,0
Hamburgerin tadı pek iyi değildi ama içecekler oldukça lezzetliydi.,içecekler,2
Sürekli kalabalık olan bir mekan.,mekan,0
Kadıköy'de sıkça tercih edilen mekanlardan biri,mekanlardan,2
Kahve için en iyi tercih her zaman burasıdır.,mekan,2
Zengin tat profiline sahip birçok çay çeşidiyle tanışacaksınız:,çay,2
"Karamel tadındaki çayı harika buldum, ismini hatırlamasam da siz karamel dedikten sonra aklıma gelen ilk şey o olacak.",Karamel tadındaki çayı,2
"Bu kafenin atmosferi mükemmel, içeri adım attığınızda kendinizi evinizde gibi hissediyorsunuz.",kafe,2
Kesinlikle mükemmel bir atmosfer sağlayan bir mekan.,mekan,2
Tasarım gerçekten göz alıcı ve çağdaş bir hava katıyor.,tasarım,2
"Pizza Fagotto, mükemmel bir lezzet ve şimdiye kadar tatmış olduğum en güzel seçenek.",Pizza Fagotto,2
Son dönemlerde oldukça kötüleşen yemeklerin lezzeti beni hayal kırıklığına uğratıyor.,yemek,0
Restoranda yemeğim harika ama garsonlar çok ilgisizdi.,garsonlar,0
"Fiyatlar gerçekten aşırı, bu yüzden alışveriş yapamıyorum.",Fiyatlar,0
Dondurma seçenekleri gerçekten muhteşem.,dondurma seçenekleri,2
Kısıklı çevresindeki lokantanın enfes köftesini denemelisiniz.,enfes köftesi,2
Harika bir organizasyonla sizlere sunuluyor.,organizasyonla,2
Mantar yemeği sipariş etmek mükemmel bir seçim.,mantar yemeği,2
"Harika bir doğa manzarası, lezzetli yemekler - Yemeklerin sunumu ve tadı gerçekten muazzam, çeşit çeşit yemek var ve fiyatları da oldukça uygun.",fiyatları,2
"Büyüleyici bir manzara, nefis yemekler - Manzarası ve yemekleri gerçekten mükemmel, her çeşit yemek mevcut ve son derece lezzetli, fiyatları ise oldukça uygun.",yemekler,2
"Büyüleyici bir manzara, nefis yemekler - Manzarası ve yemekleri gerçekten olağanüstü, her çeşit yemek mevcut ve son derece lezzetli, fiyatları da oldukça uygun.",yemekleri,2
"Doğa görüntüsü gerçekten etkileyici, yemeklerin tadı ise harika - Manzarası ve lezzetleri mükemmel, her çeşit mevcut ve fiyatları da oldukça uygun.",doğa görüntüsü,2
İnsanlarla etkileşimde bulunmak gerçekten çok keyifli bir deneyim.,İnsanlarla etkileşimde bulunmak,2
Restoranın kalabalık olmasından dolayı yer bulmak oldukça güç fakat yemekleri mükemmel.,yer bulmak,0
Kalabalık bir sokakta oturacak yer bulmak güç olsa da bu mekan kesinlikle görülmeli.,sokakta,2
Hisarüstü'nde yer alan bu mekan oldukça geniş ama konforlu değil.,mekan,0
Bu yaz kafe konsepti oldukça keyifliydi.,kafe konsepti,2
Yaz aylarında gölgelik olması harika fakat kışın aşırı soğuk geçiyor.,gölgelik olması,2
"Bu restoranın yemekleri gerçekten çok lezzetli, özellikle tatlıları mükemmel.",tatlılar,2
Farklı tatları denemek için çeşitli içecekleri büyük bardaklarda tercih edebilirsiniz.,içecekleri,2
"Ortam oldukça huzurluydu ve gerçekten dinlendiriciydi, kesinlikle tavsiye ederim.",ortam,2
"Menüdeki içecek çeşitleri, yemeklerin tadı, mekanın dekorasyonu, servis kalitesi ve müşteri profili bakımından burası benim en çok hoşlandığım mekandır.",İçecek,2
"Restoranın dekorasyonu, yemek kalitesi, müzik seçimi, personeli ve ambiyansı bakımından benim favorim Kadıköy'deki bu mekandır.",yemek kalitesi,2
"Ortamın havası, yemeklerin hazırlanışı, müzik tercihi, servis elemanlarının alakası ve maliyetleri bakımından benim için Kadıköy'deki en güzel mekandır.",havası,2
Mekanın yemek servisi oldukça hızlı ve çalışanların ilgisi gerçekten takdire şayan.,çalışanların ilgisi,2
"Restoranın sunduğu yemek çeşitleri, servis kalitesi, ortamın huzuru, personelin samimiyeti ve misafirlerin memnuniyeti bakımından oldukça başarılı bir mekan.",misafirlerin memnuniyeti,2
Garsonların hızlı hizmeti ve samimiyeti gerçekten takdire şayan.,Garsonların,2
"Çalışanların, firmanın sahiplerinin ve yöneticilerinin samimiyeti ve alakasını başka bir yerde bulabileceğinizi sanmıyorum.",firmanın,0
"Mekandaki personelin samimiyeti ve yardımları gerçekten etkileyici, başka bir yerde bu kadar nazik bir hizmet bulmak zor.",personelin,2
Kesinlikle gidilmesi gereken muhteşem bir mekan.,mekan,2
Kadıköy'ün en güzel yeri burası.,yeri,2
Sürekli olarak kaliteli hizmet almanız oldukça kolay.,hizmet,2
Hafta sonu kahvaltısı için mutlaka ziyaret edilmesi gereken bir mekan.,Hafta sonu kahvaltısı,2
"Yaz mevsiminde göl kenarında mükemmel bir kafe buldum, manzarası gerçekten büyüleyiciydi.",kafe,2
İftar esnasında muhteşem bir müzik performansı sundular.,müzik,2
Yiyeceklerin kalitesi gerçekten beklentimin altında kaldı.,yiyecekler,0
Bu bölgede sunulan yemekler harika ama maliyetleri oldukça pahalı.,yemekler,0
Bu restoranı daha önce deneyimlemeyen yoktur.,Restoranı,1
"Kız Kulesi'nin etrafında harika bir görüntü mevcut, ancak tanınmaya başladıkça hizmet kalitesi düşüyor.",görüntü,0
Kız Kulesi'nde muhteşem bir görüntü var ama kalabalıkla birlikte lezzet standartları gerilemeye başlıyor.,lezzet standartları,0
Restoranın ambiyansı harika ama sunulan yemeklerin lezzeti pek tatmin edici değil. Hizmet ise oldukça yavaş.,hizmet,0
Harika yemekleri ve hoş ambiyansı ile kafe her zaman dolup taşıyor fakat bu gidişle pek çok müşteri kaybedecekler.,müşteri,0
Pizza gerçekten çok lezzetliydi ama servis beklediğimizden yavaştı.,Pizza,1
Yemekler çoğu zaman harika ama arada sırada tuzlu oluyor.,Yemekler,0
İç mekan tasarımı gerçekten mükemmel.,İç mekan tasarımı,2
"Her bir lezzet, damaklarda unutulmaz bir iz bırakıyor.",Her bir lezzet,2
Bugün yediğim en lezzetli Izgara Tavuk gerçekten harikaydı.,Izgara Tavuk,2
Bu aşamada sundukları kaliteli destek için gerçekten çok mutluyuz.,destek,2
Bu kadar lezzetli bir tatlıyı daha önce hiç denememiştim.,Tatlı,2
"Mekan gerçekten güzel, fakat yemekler tatmin edici değil.",Mekan,0
"Mekan çok hoş bir ambiyansa sahip, fakat kalabalık olması can sıkıcı.",Kuşbaşı kebabı,2
Ortamın havası gerçekten güzel fakat personelin dikkati yeterince iyi değil.,Dikkat,0
"Mekan çok keyifli, ama yemeklerin lezzeti beklediğim gibi değildi. İçki çeşitleri gerçekten mükemmeldi, özellikle şaraplar. Genel olarak ortam çok hoştu fakat garsonlar biraz ilgisizdi. Fiyatlar oldukça uygun, ancak bazı tatlar için fazla diyebilirim.",içki çeşitleri,2
Ortam çok hoş ama maliyetler aşırı derecede pahalı.,maliyetler,0
"Özellikle de sunduğu seçenekler açısından oldukça sınırlı, kalabalık ve rahatsız edici bir ortam fiyatları çok yüksek. Eğer lezzetli bir yemeği varsa lütfen paylaşın dostlar.",mekan,0
Mekanın yeri gerçekten harika fakat ücretler çok yüksek.,ücretler,0
"Mekanın yeri mükemmel, ama servis oldukça yavaş.",yeri,2
"İstanbul'da yemeklerin tadı hiç de iyi değil, bu yüzden burayı önermiyorum.",Yemekler,0
"Restoranın sunduğu yemeklerin lezzeti beklentimin altında kaldı, bu yüzden bir daha gelmeyi düşünmüyorum.",yemeklerin,0
"Lezzeti kötü olan pizzaları, ilgisiz garsonu ve aşırı yüksek fiyatlarıyla bu restoranda hayal kırıklığı yaşayacaksınız.",pizzaları,0
"Sunulan yemeklerin lezzeti kötü, son derece ukala garsonlar ve yüksek fiyatlarla karşılaşmak sizi hayal kırıklığına uğratabilir.",garsonlar,0
"Yemeklerin lezzeti çok kötüydü, garsonun tutumu da hiç hoş değildi ve bu kadar yüksek fiyatlı bir mekanda böyle bir deneyim yaşamak tam bir hayal kırıklığı.",yüksek fiyatlı,0
"Yönetim, bu işletmenin ruhsatını derhal iptal etmesi gerekiyor.",işletmenin,0
"Doğal güzellikleri muhteşem, başka bir şeye gerek yok.",doğal güzellikleri,2
"Kumsalın manzarası muazzam, ama insanların yoğunluğu keyfi kaçırıyor. Yine de gün batımını seyretmek eşsiz bir deneyim.",manzara,2
Manzarası harika fakat diğer yönleri oldukça yetersiz.,manzarası,0
"Eğer merkezi bir yer seçerseniz, tüm işler daha kolay hale gelir.",yer,2
Çalışanlar son derece yardımsever fakat zaman zaman yavaş kalabiliyorlar.,Çalışanlar,2
"Çok uzun bir süre boyunca sırada beklemek zorunda kaldık, bu gerçekten can sıkıcıydı.",beklemek,0
Portakal tatlısı ve içecekleri kesinlikle muhteşemdi.,Portakal tatlısı,2
Passiflora tadında sundukları dondurma ve içecekleri mükemmeldi.,içecekleri,2
"Aşşk-ı Memnu, beni çok da etkilemeyen bir roman.",Aşşk-ı Memnu,1
Menemenin lezzeti harika fakat fiyatı biraz yüksek.,menemeni,0
Menemenin lezzeti harika fakat porsiyonu yetersiz.,porsiyon,0
"Yemeklerin miktarı gerçekten çok bol, bir kişi için yeterli bile olabilir.",miktar,2
"Gerçekten harika bir mekan, dekorasyonu ile tam yaz ruhunu yansıtıyor. Yaz aylarında mangal yapmak için mükemmel bir tercih arıyorsanız burayı kesinlikle öneririm.",mekan,2
"Gerçekten harika bir mekan, dekorasyonu ile yaz aylarında ferah bir ortam sağlıyor, özellikle yazın akşam yemekleri için mükemmel bir seçenek.",dekorasyonu ile,2
Harika bir yaz gününde plajdaki kafelerde oturmak için epeyce sıra beklemeniz zor olabilir.,sıra beklemek,0
"Mekan küçük ama oldukça çekici, bu kitabı daha önce hiç inceleyemedim ama gerçekten harika bir hissiyatı var.",Mekan,2
"Ortam küçük ama gerçekten hoş, bu romanı daha önce incelemedim ama gerçekten çok sürükleyici bir anlatımı var.",bu romanı,2
Yemekler mükemmel fakat servis çok yavaştı.,Servis,0
Gördüğüm kadarıyla bu popüler yemek 30 lira.,yemek,1
"Aslında mideniz çok doluydu fakat tatlı olarak fıstıklı baklavayı denemek istedik, gerçekten harikaydı ama özgün bir yanı yoktu.",fıstıklı baklava,1
Ortam fazlasıyla dağınıktı ve çalışanların tutumları hiç kabul edilebilir değildi.,dağınıktı,0
Mekanın ambiyansı gerçekten güzel fakat çalışanların ilgisi yeterli değildi.,çalışanların,0
"Umarım bu sadece bir kerelik bir sorun olur çünkü Zeytin yağının tadı hala aklımda, bir daha denemek şart.",Zeytin yağı,2
Ürünlerin fiyatları gerçekten çok uygun.,Ürünlerin fiyatları,2
Bu şehirde mükemmel bir akşam yemeği yiyebileceğimiz yerler var ama deneyimimiz oldukça hayal kırıklığı yarattı.,yerler,0
Menemen kesinlikle muhteşem bir tat.,Menemen,2
Fakat akşam yemekleri gerçekten tatmin edici değil çünkü menüdeki sıradan tabaklar hayal kırıklığına sebep oluyor.,akşam yemekleri,0
Gidip deneyimlemek istediğimiz ama beklediğimizden kötü çıkan bir yer.,yer,0
Bu kadar popüler oldun ama o berbat durumdaki mekanı düzeltmek bu kadar mı zor.,mekanı,0
Adıyla meşhur olan çorbayı yapmayı denedim ama baharatı tam tutturamadım.,çorba,0
Bu sebzenin temizlenmesi oldukça zor bir iş.,temizlenmesi,0
Sucuklu yumurtanın tadı oldukça lezzetsizdi.,Sucuklu yumurtanın tadı,0
Samimi personeliyle gerçekten mükemmel bir ortam.,ortam,2
"Bu restoranda görev yapan ekip gerçekten çok ilgili, sipariş ettiğiniz yemeklerin tadı da mükemmel fakat ortamın temizliği biraz yetersiz.",Ekip,2
"Bu lokantada hazırlanan yemeklerin tadı oldukça mükemmel, fakat maliyetleri biraz fazla.",tadı,2
"Samimi ortamı ve enfes tatlarıyla bilinen, dost canlısı bir restoran.",restoran,2
"Menemenin lezzeti mükemmel, ama soğuk servis edilmesi hoşuma gitmedi.",Menemenin,1
"Menemenin tadı çok güzel, ama çayının kalitesi hakkında olumlu bir şey söyleyemem.",çayının,0
"Menemen gerçekten çok lezzetli, bal ise olağanüstü ama çayı hakkında olumlu bir şey diyemem.",çayı,0
Mekanın kahvaltısı çok lezzetli fakat servis biraz yavaş.,kahvaltı,2
"Ürünlerin fiyatı gerçekten çok uygun, bu beni memnun etti.",Fiyatlar,2
"Sampi, turistler için cazip bir nokta olmasına rağmen, birçok insan tarafından unutuluyor.",Sampi,0
Pideler gerçekten nefis ve her zaman sıcak servis ediliyor.,Pideler,2
Hüzünlü günlerin başlangıcı.,Hüzünlü günlerin,0
